nama,rating,waktu,ulasan
Pengguna Google,1,2021-05-28 05:24:04,"Kesel banget, masa mau pake promo pengguna baru gk bisa, katanya karna ada indikasi penupuan atau kesamaan identitas, emang saya pake identitas siapa?? Kok gk ada pemberitahuan di awal kalo akun saya ada kesamaan sama pengguna lain, fix ini cuman manipulasi buat narik pengguna baru doang, auto uninstal setelah pengembalian dana, by tokped gk jadi pindah ecomers 💔"
Pengguna Google,5,2021-08-09 23:02:07,"bagus, tiap kali belanja cepat pengirimannya"
Pengguna Google,5,2024-06-28 14:05:49,mantap
Pengguna Google,5,2021-08-26 13:27:29,Tokopedia is the best lah
Pengguna Google,5,2021-10-23 03:40:29,Banyak diskonnya👍
Pengguna Google,5,2021-08-25 17:07:54,Sangat memuaskam
Pengguna Google,5,2022-04-24 13:34:16,Good
Pengguna Google,5,2021-06-28 05:07:09,tokopedia sangat mmbantu n cepat...trimakasih banyak yaaa...baroqAllah
Pengguna Google,1,2021-06-14 06:49:43,Mantul
Pengguna Google,4,2021-08-26 07:12:36,Lumayan
Pengguna Google,5,2021-04-03 01:12:32,ngeten👍
Pengguna Google,1,2024-03-25 12:02:00,"skrg toped gk seperti dulu,cpt dan akurat.bahkan penjualnya sekarang seenak jidatnya org mau batal malah didiemin bahkan chat gk di gubris....kebanyakkan jual gk sesuai dengan pesanan.dah gk bisa dipercaya lg 100%"
Pengguna Google,5,2021-09-01 07:39:44,tokped mantap
Pengguna Google,5,2021-08-29 00:34:33,Josss
Pengguna Google,5,2022-07-29 04:21:09,slebew
Pengguna Google,5,2022-09-04 10:12:34,Tokopedia jos
Pengguna Google,1,2024-07-05 22:35:23,Penanganan masalah nya lama
Pengguna Google,1,2022-04-03 12:40:58,Saya baru sekali transaksi malah di batalin alesan memanipulasi kan gajelas amat Tokopedia
Pengguna Google,5,2023-01-13 06:52:52,"Mudah untuk bertransaksi, tapi sayang jarang bgt ada promo nya ga kaya toko orange"
Pengguna Google,5,2021-10-15 00:21:13,berlimpah promo dan diskon
Pengguna Google,4,2024-06-01 09:13:21,"sejauh ini bisa paling bisa diandalkan. tapi sekali ada keluhan minta ampun prosesnya, sudah mau 2 bulan tidak kelar2 padahal dana yg bermasalah cukup besar."
Pengguna Google,2,2022-10-10 11:18:03,"Cek pesanan,keberadaan tidak jelas,tolong agar keberada nama kota biar jelas dilacak,sepeeti shoopee"
Pengguna Google,5,2022-05-29 04:47:40,"Shopping Easily, Fast and Secure. Very Good app."
Pengguna Google,5,2021-11-18 15:57:36,good
Pengguna Google,5,2021-05-24 20:29:19,Puass
Pengguna Google,5,2021-09-08 01:02:17,Kereeeen
Pengguna Google,5,2021-08-09 07:03:20,"Tokopedia is the best, pelayanannya oke, tidak mengecewakan pelanggan pokoknya mantul, sering-sering aja promo dan diskonnya"
Pengguna Google,3,2023-04-05 06:55:00,Sekarang ribet saldo toko pencairannya lama
Pengguna Google,1,2022-11-02 04:48:44,"kocak promonya jd pisah² apaan dah, jangan begitu lg ya lain kali"
Pengguna Google,4,2022-02-26 15:18:55,baik banget
Pengguna Google,5,2024-05-24 12:17:32,mantap terbantu sangat
Pengguna Google,5,2022-05-29 14:25:51,Bagus banget
Pengguna Google,1,2021-05-14 10:13:22,saya ngak bisa install lamaaaaa banget
Pengguna Google,5,2023-08-25 14:51:14,"baru pertama kali nyoba, semoga bisa dipercaya untuk bisa beli barang online 🙏"
Pengguna Google,1,2022-07-14 06:10:41,Pesanan tiba-tiba dibatalkan 👎
Pengguna Google,5,2022-05-03 03:00:30,mantaps😘😍
Pengguna Google,5,2021-03-30 03:15:36,olshop plg mantap
Pengguna Google,5,2021-06-03 06:17:01,"aplikasi paling gampaaaang...gk ribet, mantuuull"
Pengguna Google,2,2021-08-31 10:43:57,"Saya beli voucher prakerja ,tapi gagal dalam transaksi dan saldo prakerja saya terpotong ,padahal transaksi nya gagal dan saya tidak mendapatkan kode voucher nya , ini bagaimana tolong bantu?"
Pengguna Google,5,2022-08-16 22:36:27,Aplikasi ini sangat membantu bagi sy yg kadang butuh sesuatu tp malas tdk klr rmh
Pengguna Google,5,2022-03-13 05:41:31,Mantul
Pengguna Google,5,2021-08-31 19:49:16,semoga bermanfaat
Pengguna Google,5,2022-01-07 11:15:46,mudah dan cepat
Pengguna Google,1,2024-02-10 08:22:29,Aplikasi Tokopedia saya gak bisa pakai promo .....buat apa ngasih voucher tapi gak bisa dipakai
Pengguna Google,1,2023-11-11 09:24:35,Sulit ketika mau komplain ke ekspedisi atau seller dan nunggu lama penanganannya
Pengguna Google,1,2022-12-02 02:27:30,Apk ini tidak menguntungkan pembeli masa gada masalah tiba2 Cashback tidak di beri dg alasan yang tidak jelas
Pengguna Google,5,2022-01-05 09:31:14,baik banget
Pengguna Google,1,2023-05-30 03:22:51,Goto ( gojek tokopedia ) biaya layanannya gak masuk akal... Mending Pindah ke lazada dan grab enaknya
Pengguna Google,5,2021-04-02 10:30:51,mudah di gunakan
Pengguna Google,5,2021-03-31 04:30:22,",sangat memuaskan"
Pengguna Google,5,2021-04-01 12:40:02,cepat sekali
Pengguna Google,5,2022-02-22 01:56:29,Suka
Pengguna Google,2,2022-07-21 04:11:26,"Tolong untuk exspedisinya di ganti atau di perbaiki,,seringkali lama dan pembatalan pengantaran ke pelanggan pada waktu yg telah di tetapkan"
Pengguna Google,5,2021-06-08 11:18:43,"Cepat dan terpecaya.Produknya banyak dan original . Harganyapun bersahabat , bukan kaleng kaleng ."
Pengguna Google,5,2022-05-07 11:08:13,senang berbelanna di Tokopedia selama banyak uangnya 😀
Pengguna Google,5,2021-11-10 01:27:07,bagus
Pengguna Google,1,2021-05-23 00:56:53,Ini gimana sih tokopedia u dah di instal 100%lagi malah ulangin
Pengguna Google,1,2023-05-14 05:47:52,"Ayo dong perbaiki layanannya, tingkatkan koordinasi dengan seller dan ekpedisi ( layanan expedisi yg sering bermasalah kurang ada tindakan apa apa) konsumen tidak dapat kompensasi apa apa. Jangan sampai kalah dengan layanan tok tok yang siap salip"
Pengguna Google,2,2022-03-05 05:02:27,Kenapa mendownload lama ya
Pengguna Google,5,2022-03-13 09:58:01,mantab
Pengguna Google,5,2021-08-18 09:32:09,Hemm ak dapat hadiah Benarkah ak dapat hadiah Kalo benar artinya tokopedia tidak hoax
Pengguna Google,1,2022-01-22 17:34:21,Toko pedia anjinggg Luh iklan babi
Pengguna Google,5,2021-09-03 04:06:37,Baik dan benar
Pengguna Google,1,2021-04-30 20:42:59,"Udah instal n pesen barang,,taunya pesen 2 barang yg dikirim cmn 1,udah gt ga ada respon dari si penjual. Barang dibayar 2 yg dateng cmn 1!!! Kynya sengaja penjualnya. Kapok pake aplikasi ini. Sampe skrg ga ada balasan apapun. Jd saya uninstal aja! Ga guna!! Bikin kecewa!"
Pengguna Google,5,2021-08-29 03:44:31,Sangat membatu
Pengguna Google,4,2021-08-25 13:57:14,tokped mantap
Pengguna Google,5,2022-07-30 11:48:41,siip
Pengguna Google,5,2021-10-18 10:20:51,wow murah banget
Pengguna Google,5,2022-05-04 11:40:11,bagus
Pengguna Google,5,2023-11-03 13:22:58,tambah banyak dong promo nya 😁😃😁
Pengguna Google,5,2022-02-04 16:01:31,good job
Pengguna Google,2,2022-03-13 14:29:01,"Tolong dong no HP dilindungi,, no pribadi ku kok jadi dapet spam dari orang ga di kenal ya,,apa emang di sini juga jualan data orang-orang yg mampir ke sini?"
Pengguna Google,5,2021-08-13 23:59:54,Aku suka Tokopedia 😘😘😘😘🙃
Pengguna Google,5,2021-04-24 14:11:48,Mantap
Pengguna Google,1,2022-09-17 07:26:52,Jelek
Pengguna Google,5,2021-06-25 06:49:53,bagus
Pengguna Google,5,2021-09-27 11:12:17,"Hallo kak terimakasih masukan nya ya kak, semoga pengalaman ini bermanfaat bagi semua pelanggan tokopedia."
Pengguna Google,5,2022-02-08 17:51:39,belanja tanpa ribet ya di tokopedia
Pengguna Google,3,2022-07-14 06:25:21,Belanja yuk 🗿🙏
Pengguna Google,1,2022-07-25 09:05:12,"Knapa slalu disaat saya beli pake voucher promo yg diskonnya gede (90% keatas) slalu pas sudah saya bayar lngsung di cancel otomatis dan saldo lngsung kembali dan voucernya sudah terpakai? Sering saya ngalami seperti ini, vouchernya cuma GIMMICK kah?"
Pengguna Google,1,2021-11-05 19:40:59,Wooww.... Tolong di perbaiki sistemnya. Dari kemarin mau cek out ga bisa. Semenjak kerjasama dengan gopay. Tokopedia jadi parah. Saya sudah 7 tahun langganan baru kali ini ngrasain kecewa di Tokopedia.
Pengguna Google,5,2022-11-18 18:07:59,Aplikasi semakin bagus.tingkatkan terus pelayanan nya.terimakasih
Pengguna Google,5,2021-06-26 05:12:24,Benarkah saya dapat vocer tokopedia
Pengguna Google,5,2021-11-16 18:25:19,mantap.....
Pengguna Google,5,2021-09-08 22:05:05,Bagus aplikasihnya
Pengguna Google,5,2021-09-25 10:26:35,bagus
Pengguna Google,5,2024-03-05 16:21:25,Sangat bermanfaat
Pengguna Google,5,2021-07-21 09:09:23,Mudahan bisa COD semua barang
Pengguna Google,5,2022-03-30 20:29:51,Terimakasih sudah merespon Instalan Email. Kami.. tq..
Pengguna Google,5,2021-03-31 13:33:33,"sangat memuaskan. tokopedia, bisa belanja cepat dan nyaman."
Pengguna Google,5,2022-02-07 04:14:08,bagusss ... bru pake sih.. tp cepat transaksi
Pengguna Google,5,2024-02-28 11:23:53,maaci
Pengguna Google,5,2021-05-10 11:29:33,mantap sekali
Pengguna Google,1,2021-04-14 06:03:38,Kepana trx token nya pas menu bayar ngak muncul2 nge bag
Pengguna Google,5,2022-08-02 14:36:28,mantab sanjaya
Andri official,5,2021-03-24 15:46:43,semoga tambah sukses
Pengguna Google,5,2021-12-13 09:03:26,ok
Pengguna Google,5,2022-08-03 15:53:05,sippp banget
Pengguna Google,5,2021-10-02 07:02:40,Berguna bgtt
Pengguna Google,1,2021-06-10 17:37:18,Apk apa ini ribet banget gue udah cape cape bayar ke alfa terus di batalin udah gitu pas mau di tarik saldo ribet nya minta ampun . Apk nyusahin
Pengguna Google,4,2022-04-13 06:02:37,mksh Tokopedia
Pengguna Google,1,2023-09-16 23:34:45,1.kalau kita pakai semua vocher dan diskon tidak bisa sistem cod walau ada sistem cod 2.kalau kita pakai vocher dan diskon pembelian kita dibatalkan oleh sistem(tokopedia) padahal udah top up kan jadi males
Pengguna Google,3,2022-01-02 11:42:42,Saya kasih bintang 3 dlu ya nanti Klo bisa byr di tmpt baru sya ksih bntng 5 🙏
Pengguna Google,5,2021-08-31 05:52:12,terbukti
Pengguna Google,1,2023-02-18 05:29:24,Tolong dong argo driver ny disesuaikan.. apa GK kasihan.. sama driverny..
Pengguna Google,3,2023-11-09 04:50:37,"Tolong tambahkan rating untuk jasa kirim,seperti aplikasi sebelah"
Pengguna Google,1,2021-05-19 18:23:55,kontolh
Pengguna Google,5,2021-12-26 18:42:45,maaf mas mau nanya saya sudah beli 2 barang tapi belum bisa gunain traktir pengguna baru kenapa ya mas? dan kalo mau ambik barang di traktir pengguna baru slalu ada tulisan barang ini hanya berlaku saat transaksi pertamamu padahal kan sudah beli barang 2
Pengguna Google,5,2022-09-26 18:33:50,bagus banget lop lop
Pengguna Google,5,2024-06-27 17:40:59,"belanja asyik, sering dpt bebas ongkir"
Pengguna Google,5,2021-04-03 14:23:24,"Aplikasi yang sangat mudah di gunakan, sangat baik, dan rekomended. Terima kasih tokopedia"
Pengguna Google,5,2021-08-31 09:28:32,mantap 👍👍
Pengguna Google,5,2021-12-06 17:44:03,TOKOPEDIA 👍👍👍
Pengguna Google,5,2021-08-30 12:20:17,"udah bertahun"" langganan di toko pedia pokok nya udah nyaman banget dengan diskon""nya😁 terimakasih toko pedia"
Pengguna Google,5,2021-05-24 17:28:17,Suka dan membantu
Pengguna Google,5,2023-01-14 15:39:19,tokopedia mantap
Pengguna Google,5,2021-11-09 05:39:50,sangat memuaskan
Pengguna Google,2,2023-09-19 14:15:35,Ternyta malah lemot dan berat
Pengguna Google,4,2022-03-09 02:51:33,Mantap
Pengguna Google,1,2023-11-26 12:33:48,"Aneh belanja dapat promo tiba-tiba dicancel sendiri sama aplikasi nya bad banget mentang"" ada potongan harga. Auto unistal padahal baru download. KECEWA!!!"
Pengguna Google,1,2023-07-30 03:34:04,"Harga gak konsisten, ada ada biaya muncul, asuransi, dan jenis produk ekspedisi, dan klopun ada Promo hanya dpt 5-10rb, sorry sy Un-Install aplikasi Toped. Sy lebih banyak dpt benefit dr aplikasi sebelah si-biru, dan konsisten, Toped ribet mau ambil promo atau mau dpt COD dan gratis ongkir, klopu dpt gak banyak hanya 5rb"
Pengguna Google,4,2021-08-04 17:19:31,bagus
Pengguna Google,5,2021-11-02 07:25:33,bisa belanja 0 rupiah di toko pedia... alhamdulillah membantu🙏
Pengguna Google,5,2022-02-10 03:29:55,mantul
Pengguna Google,2,2021-09-04 09:47:41,Ko sekarang saya cek in hal dapet toko points lagi yah? Kenapa
Pengguna Google,4,2022-02-16 14:21:05,"Saran saya agar memudhkan penjual,tokopedia juga harus membuat sistem seperti shopee pay agar tidak usah repot repot"
Pengguna Google,2,2022-03-08 06:31:34,"Bang saya mau belanja kok gada bebas ongkirnya ya, setiap event juga ga pernah dapet gratis ongkir. Tolong dong biar bisa belanja nyaman bebas ongkir tanpa nambah duit gitu dan banyakin juga cod, soalnya males keluar cuma buat bayar mending di rumah gitu dan lebih aman. Kalo toko sebelah bebas ongkirnya cuma potongan 10k doang dan Rp 0 kalo ada event. Tapi beda kan, disini ada voucher yang bisa ngurangin harga cuma kaga ada bebas ongkirnya dan cod yg masih belum banyak."
Pengguna Google,5,2022-07-02 04:33:52,Ok
Pengguna Google,5,2021-04-06 20:06:28,Ok
Pengguna Google,5,2021-09-18 13:43:52,bagus banget
Pengguna Google,5,2021-03-27 14:29:16,Sangat membantu
Pengguna Google,5,2021-11-29 13:44:46,Luar Biasa
Pengguna Google,5,2022-03-28 06:51:09,maaaantaap
Pengguna Google,1,2022-03-06 06:58:33,"Hanya alamat yg sama berbeda orang, kamu katakan pelanggaran, jadi batal promonya, gmnny IT kalian ,terlalu akurat atau takut rugi. Mending belanjanya di aplikasi sebelah yg mantap. Aneh lu ahhh."
Pengguna Google,5,2023-10-10 23:22:30,Oke
Pengguna Google,5,2023-04-22 14:24:56,Aplikasi nya sangat sangat bagus dan sangat membantu saya untuk berbelanja tapi untuk Tokopedia nggak ada niatan buat bikin sistem pembayaran cod gitu ? 😭
Pengguna Google,5,2022-08-31 11:44:48,mantap tenan
Pengguna Google,5,2023-12-15 07:04:34,baguuuuuuuussssss 🤝🤝🤝🤝🤝🤝🤝
Pengguna Google,5,2022-03-28 06:42:27,bagusss
Pengguna Google,5,2021-09-03 03:05:19,ok mntap
Pengguna Google,5,2021-12-23 12:30:48,Cantik
Pengguna Google,5,2021-10-21 19:18:45,makasih traktirannya tokopedia barokallah
Pengguna Google,5,2021-09-26 23:46:12,Ok
Pengguna Google,5,2021-09-08 02:43:44,Itu bona yang kau ondakan sad
Pengguna Google,5,2021-09-13 05:33:50,sangat mudah dan banyak voucernya
Pengguna Google,5,2021-07-01 06:34:17,Terimakasih atas win win solution nya..pusat bantuan tokped sangat membantu dlm penyelesaian masalah..sukses terus tokopedia.. Selalu ada selalu bisa di tokopedia
Pengguna Google,2,2021-07-15 10:26:23,"Aduuuh, ini gimana ya sistem pembayarannya? Saya bayar kok pesanan malah selalu dibatalkan secara otomatis?"
Pengguna Google,5,2021-08-15 23:58:10,Baik buat kebutuhan
Pengguna Google,1,2022-01-18 06:44:39,Iklan yang mengganggu saya bababababababab
Pengguna Google,1,2022-09-17 10:09:10,Jangan suka batalin cashback karena saya beli bukan ambil
Pengguna Google,3,2021-08-15 15:01:02,sangat membantu
Pengguna Google,1,2022-02-11 15:45:55,iklannya ganggu
Pengguna Google,4,2022-02-12 05:55:30,makin ok
Pengguna Google,5,2021-08-09 16:29:34,Mantapz
Pengguna Google,5,2021-09-19 08:03:34,Good...
Pengguna Google,2,2021-06-30 05:55:20,Gua coba dulu klw worted gua kasih bintang lima
Pengguna Google,5,2021-04-14 06:45:46,Oke
Pengguna Google,5,2021-04-18 13:15:01,ok mau ambil hadiah
Pengguna Google,5,2022-03-03 04:52:32,🗿
Pengguna Google,3,2021-11-13 13:01:54,nice
Pengguna Google,1,2021-07-29 10:37:45,"Pesanan pertama saya dibatalkan oleh tokopedia karena saya diduga memakai promo berlebihan,padahal jelas saya pengguna pertama dan itu pesanan pertama saya di tokopedia,voucher diskon nya juga dikasih sama tokopedia waktu mau checkout,yaudah saya pakai dong,setelah transfer,langsung dibatalkan sama tokopedia,mau order lagi voucher diskon nya sudah tidak bisa digunakan,pakai nambah asuransi pula,makin boros belanja di tokopedia,mending shopee mudah."
Pengguna Google,2,2021-11-09 02:37:29,"kenapa ya dulu pas mau transfer uwang kok rno rekeningnya salah ya, apa sudah di ganti.."
Pengguna Google,5,2021-06-27 10:51:13,terima kasih telah mempermudah konsumen dalam bertransaksi.
Pengguna Google,5,2021-08-31 04:59:18,"Menemukan solusi ketika prustasi,.."
Pengguna Google,1,2021-07-05 13:43:30,Anjingg aplikasi monyet duit w ilang barang pun gak dtang setannnn smoga bangkrut hidup u anjinggggggg
Pengguna Google,5,2022-02-17 09:26:06,"Tokped bisa ga nomer pembeli sama driver kalo pake gosend di adain lagi, bingung mau ngeinfoin kalo ga diliatin nomer teleponnya"
Pengguna Google,5,2021-03-26 10:11:04,mantap
Pengguna Google,5,2022-03-03 14:13:35,"DAPAT SPEAKER GRATIS DONG MAKASIH TOKOPEDIA TERUS BERKEMBANG YA JANGAN CUMAN MAJU DOANG, PERKEMBANGAN JUGA BUTUH SEMANGAT TERUS 💪💪"
Pengguna Google,5,2021-08-10 16:42:27,Ok
Pengguna Google,5,2021-10-12 17:03:55,Bagus
Pengguna Google,5,2021-10-01 07:04:21,top markottop
Pengguna Google,5,2022-07-15 10:31:57,Gak tau binggung semua sama aja
Pengguna Google,5,2021-10-18 10:05:10,memuaskan tokopedia ini
Pengguna Google,5,2024-06-13 19:41:41,mudah mudahan tepat waktu
Pengguna Google,1,2024-03-31 18:10:43,"gjls, dpt vocer potongan harga pengguna baru, tapi tiba tiba di batalin dr pihak tokpedny"
Pengguna Google,5,2021-12-23 15:12:16,good
Pengguna Google,5,2024-03-18 21:30:32,mantapppsss
Pengguna Google,5,2021-09-12 03:16:32,Tokopedia memang yg terbaik
Pengguna Google,1,2022-06-15 00:17:46,"Tidak bisa digunakan jika tidak diupdate, mending toko orange nggak ribet"
Pengguna Google,5,2022-04-07 15:30:45,mantap
Pengguna Google,1,2021-10-03 00:15:38,Aplikasi tak berguna Tolol yg buat aplikasi ini
Pengguna Google,5,2021-05-06 05:22:19,makasih gratisanya
Pengguna Google,1,2021-06-23 13:22:39,Parah pembelian pertama dapet promo di cancel pihak tokped jdi ga bisa di pake lagi promonya mending Shopee aja jgn percaya klo dpt promo pasti ga bakal berguna .
Pengguna Google,4,2021-12-25 18:06:32,Sangat membantu
Pengguna Google,5,2021-04-14 14:15:25,Mantap Dan percaya
Pengguna Google,5,2021-05-05 10:13:12,Barang diterima sesuai order
Pengguna Google,5,2021-08-06 07:56:20,Manggap
Pengguna Google,4,2024-05-23 15:23:24,Good
Pengguna Google,1,2024-02-08 10:09:19,Ekspedisi sapx ekspedisi tolol kurir rekomendasi tokped ngaret gaji buta
Pengguna Google,5,2021-06-22 11:39:02,Tokopedia Emang the Best
Pengguna Google,3,2022-02-24 08:34:39,"Novelnya bagus banget,bikin penasaran"
Pengguna Google,5,2022-04-16 04:53:00,nice
Pengguna Google,5,2022-02-23 11:41:47,tokopedia oke bgttt
Pengguna Google,5,2021-09-18 12:57:12,Tokopedia terbukti terdepan dlm pelayanan
Pengguna Google,5,2021-11-28 17:35:44,asli hemat belanja nya
Pengguna Google,5,2024-05-19 23:32:49,mantap
Pengguna Google,5,2023-06-03 01:20:32,🐄🐄
Pengguna Google,5,2021-04-19 13:06:43,sangat membantu. dan bagus
Pengguna Google,5,2021-04-06 10:42:20,Aplikasi saya tidak bisa di buka. Silakan kirim cara yg lain
Pengguna Google,4,2021-06-12 04:26:28,Hafiah x bisa di ambil kh
Pengguna Google,5,2021-06-30 05:35:50,Aku senang belanja di Tokopedia banyak gratis ongkirnya +diskon. Mantap
Pengguna Google,5,2021-04-26 13:04:43,Saya kasih bintang 5 smga tambah memuaskan pelayanan nya..
Pengguna Google,1,2023-05-02 00:02:11,"Saya dari awal kenapa selalu pakai toped tidak ke olshop lain, alasan utamanya krn buatan anak dalam negeri... dan tau kenapa makin kesini makin males... krn dari biaya2 dan promo2nya makin parah... lebih menarik olshop2 buatan luar. disblah gratis ongkir tanpa minimum transaksi di sini harus min 50k d sebelah gak ada namanya biaya aplikasi sampe 2k d tambah biaya layanan 1k total 3k makin tekor dan customer. setamak itukah para pengusaha2 dalam negeri.? makanya pd kalah sma pngusha dr luar."
Pengguna Google,5,2021-05-25 01:26:41,Proses belanja lebih simple dan menghemat waktu..
Pengguna Google,1,2021-12-16 14:40:04,"Pembelian pertama di batalin otomatis, alasan ada manipulasi, padahal sudah sesuai voucher sama ketersedian barang"
Pengguna Google,2,2021-12-16 07:44:14,"Baru mau nyoba udah di kira manipulasi.auto hapus aja dah ,,pake shoppe lagi"
Pengguna Google,1,2021-04-28 08:00:31,Mana Hadiahnya? Menggiring orang untuk mendwonload aplikasi dengan modus memberi harapan palsu
Pengguna Google,5,2022-06-17 03:37:20,Oke
Pengguna Google,5,2022-06-19 17:01:26,For sure
Pengguna Google,5,2021-11-15 20:20:17,bintang yang berbicara
Pengguna Google,1,2021-07-13 08:01:54,Kok ditokopedia mahal2 ya barangnya. Hhh
Pengguna Google,5,2022-08-06 02:15:28,👍🏻👌😎😁🤑😘🤩👏👏
Pengguna Google,5,2023-03-27 06:52:20,sukses selalu
Pengguna Google,5,2022-04-08 19:34:34,Ok
Pengguna Google,1,2022-08-03 04:49:09,"Saya benar benar kecewa, sekian kali nya pesanan saya komplain selalu pengiriman Anteraja. Seperti Tokopedia tidak memilih jasa pengiriman yang baik untuk mitra nya!"
Pengguna Google,5,2022-04-19 20:42:09,toko pedia memang mantap
Pengguna Google,5,2022-02-12 08:42:54,sangat membantu berbelanja online
Pengguna Google,2,2022-10-30 01:25:53,Sebaiknya diperhatikan komentar komentar kekecewaan dari para pengguna. Jangan cuma kasih janji manis dan jawaban yang sama sekali tidak memuaskan pengguna. Sebenarnya buat apa sih kolom ulasan ini kalo apps nya ttp gitu2 aja.
Pengguna Google,5,2021-11-08 03:03:58,sangat membantu bayar pakai limit
Pengguna Google,5,2021-04-21 12:28:09,Jos
Pengguna Google,5,2021-12-25 05:31:11,Belum tau
Pengguna Google,1,2022-01-22 21:11:22,"Lebih baik tidak usah diberikan promo pengguna baru, kalau kita gunakan promonya namun dibatalkan dari tokopedianya dan promo tsbt tidak bisa digunakan kembali"
Pengguna Google,1,2021-12-02 11:19:54,Jadi saya ganti nomor hp terus saldonya hilang butuh bantuan dong Tokopedia
Pengguna Google,5,2022-09-03 17:59:12,Good
Pengguna Google,5,2021-10-26 16:16:47,Apk mantap Saran aja semua toko bisa cod ya
Pengguna Google,3,2021-11-18 03:51:02,Bru di aplikasi in
Pengguna Google,5,2024-05-02 04:04:35,"3 x top up flazz, 100, 200 & 50. Transaksi sukses, saldo terpotong, history di tomped berhasil, tp saldo gak masuk sampai saat ini. Tdk ada call centre, cuma disuruh chat dan menunggu......."
Pengguna Google,5,2021-10-31 01:39:29,tokopedia memang mantap tau kebutuhan konsumen nya
Pengguna Google,3,2023-09-08 14:03:27,"Beli prakerja disini gampang mudah , terimakasih"
Pengguna Google,5,2022-12-29 07:56:41,sangat membantu
Pengguna Google,5,2021-10-03 18:14:19,Tokopedia emang sip mantul
Pengguna Google,5,2021-08-31 09:10:19,"Sangat membantu dalam menyediakan pelatihan prakerja, dan banyak sekali pelatihan yang di sediakan Di tunggu agar sertifikat nya sesegera mungkin di dashboard prakerja, udah 5 hari pelatihan di selesaikan Terima kasih"
Pengguna Google,1,2021-05-18 08:30:51,Kurang enak
Pengguna Google,5,2021-05-08 18:45:08,Bagus
Pengguna Google,5,2021-03-31 18:07:28,Mantap luurrrr
Pengguna Google,5,2021-04-02 22:16:44,terimakasih tokopedi...mudah cepat dan murah...
Pengguna Google,5,2022-03-19 17:28:23,mantap
Pengguna Google,1,2022-11-03 02:56:17,Aplikasi SAMPAH !!!!
Pengguna Google,5,2022-08-19 09:37:19,Selamat Ulang Tahun ke 13 Tokopedia :) lup u
Pengguna Google,5,2024-02-09 13:40:01,baik
Pengguna Google,5,2022-09-04 23:05:19,Baik lancar
Pengguna Google,1,2024-05-01 19:34:38,Kebanyakan iklan harga mahal penipuan
Pengguna Google,5,2021-10-24 10:36:47,Bagus banget loh aku jadi mangkin semangat karna di tv iklan nya ada bts
Pengguna Google,5,2021-04-28 07:33:13,bagus
Pengguna Google,5,2021-10-07 12:51:09,pelayanan baik sekali
Pengguna Google,5,2021-09-11 10:24:19,nice
Pengguna Google,5,2022-11-13 09:31:13,sangat mudah digunakan dan banyak untungnya
Pengguna Google,5,2021-09-25 03:58:44,Sangat bermnfaat
Pengguna Google,1,2021-05-17 16:41:49,pernah jualan ikan laut
Pengguna Google,5,2021-08-25 13:38:47,Nice
Pengguna Google,5,2021-04-14 13:14:45,Jujur sy g pernah bel anja di tokopedia
Pengguna Google,1,2021-10-31 12:48:27,"Sekarang tambah ribet,koin cashback tidak bisa digunakan selain dengan menggunakan GO-PAY....."
Pengguna Google,3,2022-10-20 06:20:05,Toped sejak kerja sama dng gojek promonya pelit dan pakai biaya aplikasi segala kaya ojol
Pengguna Google,5,2021-03-29 16:35:41,Mantap
Pengguna Google,5,2021-06-09 07:51:58,sebagai pengguna baru puas banget 😁
Pengguna Google,5,2021-04-08 21:55:02,asikkk belajan di toko pedia belanja gartiss ayhoo buruan download. lumayan loo gratisann
Pengguna Google,5,2021-11-13 11:10:01,bagus sekaliii
Pengguna Google,5,2021-06-25 16:48:41,mantap
Pengguna Google,5,2021-05-24 11:03:22,"Kurang 1 nih min, tambahin pencarian barangnya pake foto biar mudah😔✨"
Pengguna Google,4,2022-04-14 18:51:49,Overall ok paling saran saya next update ada fitur dark mode agar lebih nyaman thankyou
Pengguna Google,5,2023-11-28 05:54:11,Mudah-mudahan tetap bagus apknya
Pengguna Google,5,2024-04-12 10:19:12,Sangat membantu. Belanja jadi mudah. Terima kasih banyak Tokopedia😘😘
Pengguna Google,5,2021-12-12 09:19:00,keren pokoknya yuk download sekarang
Pengguna Google,5,2022-01-20 06:05:59,mantap... donwload lsg dpt gratis produk tanpa harus ajak ajak. hebat sukses selalu tokped
Pengguna Google,5,2021-05-15 04:02:49,Bagus
Pengguna Google,4,2024-05-07 17:48:28,mudah mudahan bisa manjang soalnya buat jual lagi
Pengguna Google,5,2021-09-09 11:45:40,Bagus
Pengguna Google,5,2021-12-07 09:00:24,bnrn lho rp0 ...bt pngguna br ..blnja tokopedia za
Pengguna Google,1,2021-08-12 08:34:05,"Auwkwokwowowo padahal akun w dah lama di pakai di katain akun baru , apa guna voucher di bagi ke pengguna kalau gak di pakai, tiba di pakai di bilang manipulasi data , lawak kau? Kalau tidak mau bagi promo gak usah bagi , mending ganti sistem ae dari pada sistem kek gini ampas beuh, baru bayar tiba"" otomatis di batalkan aukwowkwowoow dari mana datangnya manipulasi data, mengbadut kau? Sudah kirim detail masalah gak kunjung di balas? Takutkah? Heee lawak badut 🤡"
Pengguna Google,5,2022-02-22 03:32:16,Nyaman utk membeli barang dan juga paketan data
Pengguna Google,5,2021-09-07 00:51:13,thangkyu
Pengguna Google,5,2024-06-12 03:14:13,ok
